datagouvid,label
58ad720388ee381d53318fb0,Direction départementale des territoires de l'Aisne
58adb1c088ee38170d451e0d,Direction départementale des territoires des Hautes-Alpes
58adb3be88ee381b192512bd,Direction départementale des territoires et de la mer des Alpes-Maritimes
58adb475c751df4ea673d5f2,Marmande
58adb475c751df4ea673d5f2,La Madeleine
58adb475c751df4ea673d5f2,Coussan
58adb51688ee381d3ba6d43e,Direction départementale des territoires des Ardennes
58adb62588ee381f45dc2c85,Direction départementale des territoires et de la mer de l'Aude
58adbc9c88ee382998837258,Direction départementale des territoires de l'Aveyron
58aeb568c751df7765b59c2c,Haut-Léon Communauté
58aebfd688ee385448a0cec1,Direction départementale des territoires et de la mer de Corse-du-Sud
58aec08788ee38561ae40f54,Direction départementale des territoires et de la mer de Haute-Corse
58aec19a88ee385837ea9abe,Direction départementale des territoires de Côte-d'Or
58aec2b188ee3859fed82c1c,Direction départementale des territoires et de la mer des Côtes-d'Armor
58aec33a88ee3859f5f21deb,Direction départementale des territoires de la Creuse
58aec3c288ee385bdf5d8a01,Direction départementale des territoires de Dordogne
58aed7b188ee38779b2b7560,Direction départementale des territoires de la Drôme
58aedac788ee387b6dcadf8e,Direction départementale des territoires et de la mer du Finistère
58aedb7c88ee3801ec1afb7e,Direction départementale des territoires et de la mer du Gard
58aedb7c88ee3801ec1afb7e,DDTM du Gard
58aedb7c88ee3801ec1afb7e,DDTM Gard
58aedcab88ee3803c23a38c8,Direction départementale des territoires de Haute-Garonne
58aeddae88ee38040ec91884,Direction départementale des territoires et de la mer de la Gironde
58aede6188ee3805dde1ae88,Direction départementale des territoires et de la mer de l'Hérault
58aee1a088ee3807e7017cac,Direction départementale des territoires et de la mer d'Ille-et-Vilaine
58aee22388ee380d5cc08347,Direction départementale des territoires de l'Indre
58aee39f88ee380f8e9f787d,Direction Départementale des Territoires d'Indre-et-Loire
58aee74c88ee38153f8b9c8c,Direction départementale des territoires du Jura
58aee8f488ee38152cb276f1,Direction départementale des territoires du Lot
58aeea3188ee3819199f6798,Direction départementale des territoires du Maine-et-Loire
58aeea3188ee3819199f6798,DDT Maine-et-Loire
58aeeaef88ee381b3633b25b,Direction départementale des territoires et de la mer de la Manche
58aeeba588ee381d127638ee,Direction départementale des territoires de Haute-Marne
58aeebe988ee381cf48415f4,Direction départementale des territoires de Mayenne
58aeeca188ee381f17804d5e,Direction départementale des territoires et de la mer du Morbihan
58aeed0f88ee381f26e6e756,Direction départementale des territoires de la Nièvre
58aeed5288ee381eee35f8ce,Direction départementale des territoires et de la mer du Nord
58aeed8088ee3820e86bd1f3,Direction départementale des territoires de l'Oise
58aeedd088ee3820f0d3e7cd,Direction départementale des territoires et de la mer du Pas-de-Calais
58aeee1688ee382134fb5212,Direction départementale des territoires des Hautes-Pyrénées
58aeee4f88ee382134fb5213,Direction départementale des territoires et de la mer des Pyrénées-Orientales
58aef31c88ee3821f6d0496a,Direction départementale des territoires de Savoie
58aef37488ee382a896c7a3e,Direction départementale des territoires et de la mer de Seine-Maritime
58aef3cc88ee382ad7933d6d,Direction départementale des territoires des Yvelines
58aef40688ee382b0211f854,Direction départementale des territoires des Deux-Sèvres
58aef48d88ee382cb41ab9c0,Direction départementale des territoires du Tarn
58aef50788ee382d101eb438,Direction départementale des territoires du Tarn-et-Garonne
58aef50788ee382d101eb438,DDT du Tarn-et-Garonne
58aef6d188ee382d1749c425,Direction départementale des territoires du Vaucluse
58aef70888ee3830a05fffe6,Direction départementale des territoires et de la mer de la Vendée
58aef73d88ee3830af08f4d8,Direction départementale des territoires de la Vienne
58aef76b88ee3830af08f4d9,Direction départementale des territoires de Haute-Vienne
58aef7a188ee3830ed5fc999,Direction départementale des territoires de l'Yonne
58aef7a188ee3830ed5fc999,DDT 89
58aef7a188ee3830ed5fc999,DDT de l'Yonne
58aef7cd88ee3830ed5fc99a,Direction départementale des territoires du Territoire de Belfort
58b00f8f88ee38676dea4eb4,Groupe Casino
58b00f8f88ee38676dea4eb4,Casino
58b00f8f88ee38676dea4eb4,Cafétéria Casino
58b00f8f88ee38676dea4eb4,Casino Guichard
58b00f8f88ee38676dea4eb4,Casino Guichard Perrachon
58b00f8f88ee38676dea4eb4,Casino Mobile
58b00f8f88ee38676dea4eb4,Casino Supermarché
58b00f8f88ee38676dea4eb4,Casino Supermarchés
58b3e7e588ee3814c598d150,conseil départemental d'Eure-et-Loir
58c02989c751df45701e6bff,université Paris XIII
58c02989c751df45701e6bff,P13
58c02989c751df45701e6bff,"Faculté de droit, sciences politiques et sociales de l'université de Paris-XIII"
58c02989c751df45701e6bff,Paris 13
58c02989c751df45701e6bff,Paris XIII
58c02989c751df45701e6bff,"UFR ""Léonard de Vinci"""
58c02989c751df45701e6bff,"UFR de droit, sciences politiques et sociales"
58c02989c751df45701e6bff,UFR Léonard de Vinci
58c02989c751df45701e6bff,Unité de formation et de recherche Léonard de Vinci de l'Université de Paris XIII
58c02989c751df45701e6bff,Unité de formation et de recherche Léonard de Vinci de l'Université Paris XIII
58c02989c751df45701e6bff,Université de Paris 13
58c02989c751df45701e6bff,Université de Paris XIII
58c02989c751df45701e6bff,Université Paris 13
58c02989c751df45701e6bff,Université Paris XIII
58c02989c751df45701e6bff,Université Paris-Nord
58c02989c751df45701e6bff,Université Paris-Nord 13
58c02989c751df45701e6bff,Universite Paris-XIII
58c02989c751df45701e6bff,UP13
58c11791c751df5a3d517bbb,Syndicat Départemental d'Energies de l'Indre
58c1602dc751df058640464e,musée français de la photographie
58c1602dc751df058640464e,Musee francais de la photographie
58c1602dc751df058640464e,Musée Français De La Photographie
58c5a537c751df2fb0fde3c9,communauté d'agglomération Versailles Grand Parc
58c5a537c751df2fb0fde3c9,communauté d’agglomération Versailles Grand Parc
58c5a537c751df2fb0fde3c9,Versailles Grand Parc
58d138dd88ee387c51ab42b2,Syndicat intercommunal d'énergie d'Indre-et-Loire
58d1401888ee380bc3e746bf,Syndicat intercommunal de distribution d'énergie de Loir-et-Cher
58d27ed688ee383022f3994b,Cugnaux
58d27f5d88ee38306b01dfff,Centre de Gestion de la Fonction Publique Territoriale de l'Aude
58d2805b88ee3830ab40dd02,Castelnaudary
58d2805b88ee3830ab40dd02,Sostomagus
58d3f2dd88ee384adb61c47e,SYDELA
58d53c4688ee380aeea5e932,Bayonne
58d53c4688ee380aeea5e932,Bayonnais
58d53c4688ee380aeea5e932,Espace urbain de Bayonne
58d53c4688ee380aeea5e932,Ville de Bayonne
58da0f55c751df04af13c109,Syndicat Intercommunal des Collectivités Territoriales Informatisées Alpes Méditerranée
58da0f55c751df04af13c109,SICTIAM
58da32bac751df47f26f37b1,Pont-l'Abbé
58da32bac751df47f26f37b1,Lambour
58da32bac751df47f26f37b1,Pont-l’Abbé
58da32bac751df47f26f37b1,Rivière de Pont-l'Abbé
58da7f5dc751df416b9b1882,chambre de commerce et d'industrie de la Dordogne
58da7f5dc751df416b9b1882,CCI de la Dordogne
58da7f5dc751df416b9b1882,Chambre de commerce et d'industrie de la dordogne
58da7f5dc751df416b9b1882,Chambre De Commerce Et D'industrie De La Dordogne
58e555f5c751df205d54e76b,Base Adresse Nationale
58e555f5c751df205d54e76b,BAN
58e555f5c751df205d54e76b,base adresse nationale
58eb8f22c751df690e4a1064,Cerema Direction Territoriale Centre-Est
58ecb30388ee3855493567c6,Nanterre
58f5d64788ee3847b91e4f32,Le Pradet
5901f4dfc751df412e7bb92d,Commissariat général à l'égalité des territoires
5901f4dfc751df412e7bb92d,CGET
59087a45c751df5a2a2c425f,conseil départemental de l'Hérault
5909d3eac751df310749b8d2,Saint-Mandé
590c90d2c751df79217be16a,Agence Départementale d'Aménagement et d'Urbanisme du Haut-Rhin
5911d508c751df168e15a89f,Durance-Luberon-Verdon Agglomération
5912ddcac751df1c0de5387b,Niort
5912ddcac751df1c0de5387b,Souché
5912ddcac751df1c0de5387b,Saint-Florent
5912ddcac751df1c0de5387b,Saint-Liguaire
59133d14c751df2fa69bfb86,Grand Paris Sud
59133d14c751df2fa69bfb86,communauté d'agglomération Grand Paris Sud Seine Essonne Sénart
59146988c751df08cb86e12b,communauté de communes du Pays de l'Ourcq
59146988c751df08cb86e12b,Communaute de communes du Pays de l'Ourcq
59146988c751df08cb86e12b,Communauté de communes du pays de l'ourcq
59146988c751df08cb86e12b,Communauté De Communes Du Pays De L'Ourcq
59196e9088ee38471c78dac6,Grand Besançon Métropole
59196e9088ee38471c78dac6,Besançon Métropole
59196e9088ee38471c78dac6,Communauté d'agglomération du Grand Besançon
59196e9088ee38471c78dac6,Communauté urbaine Grand Besançon Métropole
59196e9088ee38471c78dac6,GBM
59196e9088ee38471c78dac6,Grand Besançon
5919a313c751df1c22411168,conseil départemental de la Somme
592ee287c751df335d88f34c,Société Française des Equidés de Travail
59367c42c751df5751fcc925,conseil départemental de la Nièvre
593fb6b788ee3810680f7775,Comines
594108d788ee381d3175391f,Chambre de commerce et d'industrie du Val de Marne
594108d788ee381d3175391f,CCI Val-de-Marne
5941c03788ee3829c45a86de,Lognes
5943987b88ee381f30d196f7,Nevers Agglomération
5943987b88ee381f30d196f7,communauté d'agglomération de Nevers
5943987b88ee381f30d196f7,Communauté d'agglomération Val de Loire - Val de Nièvre
59469879c751df38fc19a0ab,communauté de communes du Pays de Barr
59469879c751df38fc19a0ab,communauté de communes Barr-Bernstein
594be11888ee38743d67051b,Nevers
594be11888ee38743d67051b,Espace urbain de Nevers
594be11888ee38743d67051b,La Baratte
594be11888ee38743d67051b,La Grande Pâture
594d23e688ee380a6acd18af,Pays Midi-Quercy
595254f888ee384d9d265130,Lannion-Trégor Communauté
595254f888ee384d9d265130,Communaute d'agglomeration de Lannion Tregor
595254f888ee384d9d265130,Communauté d'agglomération de lannion trégor
595254f888ee384d9d265130,Communauté d'agglomération de Lannion Trégor
595254f888ee384d9d265130,Communauté D'agglomération De Lannion Trégor
595254f888ee384d9d265130,Communauté d’agglomération de Lannion Trégor
595f2454c751df19d64b9e1e,"Direction Régionale de l'Alimentation, de l'Agriculture et de la Forêt d'Alsace-Champagne-Ardenne-Lorraine"
595f2454c751df19d64b9e1e,"Direction Régionale de l'Alimentation, de l'Agriculture et de la Forêt du Grand Est"
5965d3a888ee3839fc58d95e,Villiers-le-Bel
5966003ac751df095bf20ca3,Direction départementale des finances publiques du Lot-et-Garonne
59679365c751df12bcc44bba,Redon Agglomération
596c880888ee387e51f2c2f6,communauté de communes du Plateau Picard
596c880888ee387e51f2c2f6,Communaute de communes du Plateau Picard
596c880888ee387e51f2c2f6,Communauté de communes du plateau picard
596c880888ee387e51f2c2f6,Communauté De Communes Du Plateau Picard
596ca1ecc751df20cc2b38df,Boé
596cb5b888ee38483f8ac9f5,Point d'Accès National aux données de transport
596cb5b888ee38483f8ac9f5,transport.data.gouv.fr
5970a76d88ee38216d112aa1,communauté d'agglomération du Boulonnais
5970c4d8c751df489a87a14c,Valenciennes Métropole
5970c4d8c751df489a87a14c,communauté d'agglomération Valenciennes Métropole
597eccba88ee38311a61fab2,Megève
5988421b88ee382902e11949,Opérateur national de Paye
599d1f2888ee38661ba9edc0,Syndicat Intercommunal d'Énergies d'Équipement et d'Environnement de la Nièvre
599d232288ee386fdfe86a0f,Syndicat Départemental d'Energies de l'Yonne
599d2f6b88ee380642f1854b,Service de mobilité électrique de la ville de Istres
599edea6c751df7a5facad0d,Guichen
59a47d0ec751df3ad11e2445,OpenDataFrance
59a538b688ee386b121578b9,Atmo Auvergne-Rhône-Alpes
59aea226c751df38f3f6834b,Métropole Nice Côte d'Azur
59aea226c751df38f3f6834b,Métropole NCA
59afbe7cc751df1980d8d1b5,Métropole d'Aix-Marseille-Provence
59b6449a88ee38073588ac9d,conseil départemental de la Charente-Maritime
59b8f31bc751df48c6978750,communauté de communes Gâtinais Val de Loing
59b8f31bc751df48c6978750,Communauté de communes Gâtinais-Val de Loing
59ba4600c751df6bbdb72c11,conseil départemental des Deux-Sèvres
59bf94cec751df629f10513d,Baraqueville
59bf94cec751df629f10513d,Peyralès
59bf94cec751df629f10513d,Carcenac
59bf94cec751df629f10513d,Lax
59bf94cec751df629f10513d,Pradines
59bf94cec751df629f10513d,Les Crouzets
59bf94cec751df629f10513d,Volpillac
59bf94cec751df629f10513d,Vors-de-Calmont
59bf94cec751df629f10513d,Vors-de-Rodez
59bfa079c751df6dad38dc0d,communauté de l'agglomération havraise
59bfa079c751df6dad38dc0d,Le Havre Seine Métropole
59bfa079c751df6dad38dc0d,CODAH
59bfa079c751df6dad38dc0d,Communaute d'agglomeration havraise
59bfa079c751df6dad38dc0d,Communauté d'agglomération havraise
59bfa079c751df6dad38dc0d,Communauté D'agglomération Havraise
59bfa079c751df6dad38dc0d,Communauté de l'Agglomération Havraise
59bfa079c751df6dad38dc0d,"communauté urbaine de l'agglomération havraise, du canton de Criquetot-l'Esneval et de Caux Estuaire"
59bfa079c751df6dad38dc0d,Communauté urbaine du Havre
59bfe09988ee3809d96507cb,conseil départemental de la Vienne
59ce086088ee3865cbc4328f,Douaisis Agglo
59ce086088ee3865cbc4328f,communauté d'agglomération du Douaisis
59d24989c751df58d4788268,Villeneuve-la-Garenne
59d2b2dc88ee3826a73899be,Eurométropole de Strasbourg
59d2b2dc88ee3826a73899be,Communauté urbaine de Strasbourg
59d49013c751df65bb3aac98,Elysée
59d49013c751df65bb3aac98,Présidence de la République française
59d6526ac751df274a175d35,Lanester
59e05c6588ee386ef4f4f86d,Lorient
59e4647188ee383dd24bfc85,GRTgaz
59e4ade488ee38366b2f58ab,BPCE
59e4ade488ee38366b2f58ab,Banque Populaire Caisses d'épargne
59e71ccd88ee3808785cdd6b,communauté de communes du Pays Bigouden Sud
59e85cb688ee3871a5970106,Régny
59ef6c11c751df71fba5064a,La République en marche
59ef6c11c751df71fba5064a,REM
59ef6c11c751df71fba5064a,En Marche
59ef6c11c751df71fba5064a,En Marche !
59ef6c11c751df71fba5064a,En Marche!
59ef6c11c751df71fba5064a,La Rem
59ef6c11c751df71fba5064a,La République en marche !
59ef6c11c751df71fba5064a,LaREM
59ef6c11c751df71fba5064a,LREM
59ef6c11c751df71fba5064a,LRM
59f0335ac751df2a1a48b301,Le Figaro
59f04e24c751df54cafab56f,Mission Bassin Minier
59f04e2dc751df54f02c3bda,Mission Bassin Minier
59f82adfc751df345f4fa400,Société de transports urbains de l&#39;agglomération chambérienne
59f82adfc751df345f4fa400,STAC
59f843bcc751df5a1b4776b6,conseil départemental de la Savoie
59f846d588ee380840aa2865,communauté de communes Cœur Côte Fleurie
59f846d588ee380840aa2865,Communaute de communes Coeur Cote Fleurie
59f846d588ee380840aa2865,Communaute de communes Cœur Cote Fleurie
59f846d588ee380840aa2865,Communauté de communes cœur côte fleurie
59f846d588ee380840aa2865,Communauté De Communes Cœur Côte Fleurie
5a0467d188ee38711f65672c,Métropole Rouen Normandie
5a09abfc88ee3842e9e22010,Institut national de la jeunesse et de l'éducation populaire
5a09abfc88ee3842e9e22010,Injep
5a09abfc88ee3842e9e22010,INJEP
5a1151a5c751df777d191778,université de Bretagne occidentale
5a1151a5c751df777d191778,UBO
5a1151a5c751df777d191778,Université de Brest
5a1151a5c751df777d191778,Université de Bretagne Occidentale
5a153f5688ee3829e2fbf39f,Occitanie
5a153f5688ee3829e2fbf39f,LRMP
5a153f5688ee3829e2fbf39f,La région Occitanie
5a153f5688ee3829e2fbf39f,Languedoc-Roussillon Midi-Pyrénées
5a153f5688ee3829e2fbf39f,Languedoc-Roussillon-Midi-Pyrénées
5a153f5688ee3829e2fbf39f,Région Languedoc-Roussillon-Midi-Pyrénées
5a153f5688ee3829e2fbf39f,Région Occitanie
5a153f5688ee3829e2fbf39f,Région Occitanie Pyrénées Méditerranee
5a1d2901c751df5e50300f1c,Allaire
5a1d6373c751df4f4d7815e5,Bains-sur-Oust
5a1d64a3c751df51a9440eae,Bains-sur-Oust
5a1e73b0c751df0d9952bd2d,Redon
5a1fde6d88ee384f0ff312b0,Plessé
5a2005f888ee381180db9edc,Syndicat Départemental d'Energie de l'Aube
5a2023c388ee383e1dea3b3f,Saint-Nicolas-de-Redon
5a210bc888ee382bed1f31db,Nancy
5a216283c751df6333108428,conseil départemental de l'Aude
5a2e875bc751df3b936f97fd,Roquefort-la-Bédoule
5a2e87e9c751df3d66f77bbb,Roquefort-la-Bédoule
5a2ea65288ee38555f6d9710,Guérande
5a2ea65288ee38555f6d9710,Saillé
5a2fa552c751df2b5ab6cecf,"Direction de l’Alimentation, de l’Agriculture et de la Forêt de Guyane"
5a2fa552c751df2b5ab6cecf,DAAF de Guyane
5a32371888ee387affdaa88d,"communauté de communes de Vitry, Champagne et Der"
5a32371888ee387affdaa88d,"communauté de communes de Vitry, Champagne et Der"
5a3a749c88ee381cb7380f6e,Direction départementale des territoires de l'Ariège
5a3a7cd8c751df3092aea45a,Havre
5a3aca3888ee382cb72b1308,Vesseaux
5a3b9453c751df6eff05e7fa,Direction Régionale de l'Environnement de l'Aménagement et du Logement des Hauts de France
5a4221f0c751df499060207f,Plastipolis
5a4381adc751df74bae4627d,Airparif
5a44b6cfc751df63ae90c99c,Valence
5a44b6cfc751df63ae90c99c,Canton de Valence-d'Agen
5a44b6cfc751df63ae90c99c,Valence d'Agen
5a44b6cfc751df63ae90c99c,Valence-d'Agen
5a44b6cfc751df63ae90c99c,Valence-d’Agen
5a4e516bc751df60325980d9,SYndicat Départemental d'Energie de Saône et Loire
5a5ca253c751df0b2ca45759,SOCIETE FRANCAISE D'ENDODONTIE
5a5cb495c751df2cdac7334e,Noyal-Pontivy
5a5f06a288ee380d84cc9425,centre hospitalier universitaire de Toulouse
5a5f06a288ee380d84cc9425,CHU de Toulouse
5a5f06a288ee380d84cc9425,Hôpitaux de Toulouse
5a5f18afc751df7bae61b648,Cœur Essonne Agglomération
5a5f18afc751df7bae61b648,communauté d'agglomération Cœur d'Essonne Agglomération
5a61b7a7c751df3fd36ac81a,Asnières-sur-Seine
5a61b7a7c751df3fd36ac81a,Asnières
5a65deb788ee38279c49d926,Autorité de régulation des activités ferroviaires et routières
5a65deb788ee38279c49d926,Arafer
5a65deb788ee38279c49d926,gendarme du rail français
5a6b563188ee3823dab07bf8,Montech
5a6e3decc751df5f9343283a,MeilleureCopro
5a6f24a4c751df613f36c422,Transports en commun de Vannes
5a6f24a4c751df613f36c422,Kicéo
5a6f24a4c751df613f36c422,Lignes de bus de Vannes
5a6f24a4c751df613f36c422,Lignes de bus de Vannes (TPV)
5a6f24a4c751df613f36c422,Transport du Pays de Vannes
5a6f24a4c751df613f36c422,Transport Public Vannetais
5a6f24a4c751df613f36c422,Transports du Pays de Vannes
5a6f24a4c751df613f36c422,Transports Publics Vannetais
5a71cf5fc751df19bcdb5d11,communauté d'agglomération de Sophia Antipolis
5a72f98b88ee38261fdde8af,Apsys
5a786477c751df32e593fcf0,communauté de communes Flandre Lys
5a7ad2b1c751df27e7d1190c,Grand Avignon
5a7ad2b1c751df27e7d1190c,Grand Avignon
5a7c19f5c751df3e55b0c321,Saint-Louis Agglomération
5a7e0dedc751df75ae4c3382,Institut National des Etudes du Renseignement Stratégique
5a82b75a88ee3827fadf1afb,Dreux
5a82ca5988ee38421f66482f,Service de transports en commun de l&#39;agglomération nancéienne
5a82ca5988ee38421f66482f,STAN
5a82e90b88ee387c99662abb,Quimper Bretagne occidentale
5a82f34188ee380c10423e48,conseil départemental de l'Indre
5a831726c751df6eddf5d9f2,Forum des instituts culturels étrangers à Paris
5a831726c751df6eddf5d9f2,FICEP
5a831726c751df6eddf5d9f2,Forum des instituts culturels etrangers a Paris
5a831726c751df6eddf5d9f2,Forum des instituts culturels étrangers à paris
5a85a54c88ee3853e71a7e06,Frontignan
5a86b30588ee38553adbaa6e,conseil départemental du Finistère
5a86d9f2c751df10d5c3616c,conseil départemental de Vaucluse
5a8e75da88ee384de0c27a0e,Thionville
5a8e75da88ee384de0c27a0e,Diedenhofen
5a8eba4188ee38632da02dae,Agence de développement et d'urbanisme de l'agglomération strasbourgeoise
5a8eba4188ee38632da02dae,ADEUS
5a90060ec751df1402f350d8,conseil départemental de l'Ariège
5a9506d3c751df53d7604c40,Centre de Gestion de la Fonction Publique Territoriale de La Réunion
5a95451688ee383b6e954100,Saint-Joseph
5a98083188ee387ee20c3cdb,conseil départemental des Hautes-Alpes
5a997b56c751df3510b19351,Établissement public territorial Grand Paris Sud Est Avenir
5a997b56c751df3510b19351,T11
5a997b56c751df3510b19351,Établissement public territorial Grand Paris Sud Est Avenir
5a997b56c751df3510b19351,Établissement public territorial T11
5a997b56c751df3510b19351,GPSEA
5a997b56c751df3510b19351,Grand Paris Sud
5a99c41dc751df24279dd7e8,Évron
5a99c5f5c751df27c9d49555,communauté de communes des Coëvrons
5aa132e5c751df418a74a529,Linas
5aa132e5c751df418a74a529,Linois
5aa79c9fc751df144f78f40c,Saint-Avé
5aa8fccac751df716fffd696,Service Départemental d'Incendie et de Secours de la Gironde
5aaa29ac88ee386652b31c45,communauté de communes Terres des confluences
5aaa439dc751df5dd457fc62,Agence nationale de la sécurité des systèmes d'information
5aaa439dc751df5dd457fc62,Anssi
5aaa439dc751df5dd457fc62,ANSSI
5aaa439dc751df5dd457fc62,CFSSI
5aaacd1b88ee380311ace1e9,Pôle de topographie et de gestion cadastrale de Guyane
5aabc0ecc751df25cba8382b,Grand Reims
5aabc0ecc751df25cba8382b,communauté urbaine du Grand Reims
5ab12b6ec751df128414f914,Roscoff
5ab217b188ee387f2fb8d2c9,Société d'économie mixte des transports montalbanais
5ab24b9188ee385d43b29616,Le Passage
5ab24b9188ee385d43b29616,Le Passage d'Agen
5ab24b9188ee385d43b29616,Le Passage d’Agen
5ab389f888ee387c11cd655c,Le Castellet
5ab505a688ee3873c2b33e6e,Château-Arnoux-Saint-Auban
5ab505a688ee3873c2b33e6e,Château-Arnoux
5ab505a688ee3873c2b33e6e,Chateau-Arnoux-Saint-Auban
5ab505a688ee3873c2b33e6e,Saint-Auban-sur-Durance
5ab9e75188ee387964e77c2b,Aix-les-Bains
5ab9e75188ee387964e77c2b,Saint-Sigismond
5ab9e75188ee387964e77c2b,Aix-en-Savoie
5ab9f242c751df2f936031d6,conseil départemental des Pyrénées-Orientales
5aba4d6fc751df467d155616,Maison départementale des personnes handicapées du Finistère
5abca8d588ee386ee6ece479,Point d'Accès National aux données de transport
5abca8d588ee386ee6ece479,transport.data.gouv.fr
5abcf3c688ee386e18f7f79c,conseil départemental du Bas-Rhin
5abcf8ebc751df2b7fdbad1f,Établissement français du sang
5abcf8ebc751df2b7fdbad1f,Centre national de transfusion sanguine
5abcf8ebc751df2b7fdbad1f,CNTS
5abcf8ebc751df2b7fdbad1f,Etablissement francais du sang
5abcf8ebc751df2b7fdbad1f,Établissement Français du Sang
5ac49e2388ee3818c30036e4,Autorité de la concurrence
5ac49e2388ee3818c30036e4,Autorité de la concurrence (France)
5ac5c34488ee386e5ad2bb40,conseil départemental du Lot
5ac5c34488ee386e5ad2bb40,conseil général du Lot
5ac5cb0388ee38796b3a476b,Direction départementale des territoires des Hautes-Alpes
5acb2f2088ee3813a476714d,Saint-Brieuc Armor Agglomération
5acb71b4c751df234a194bdb,Société d'économie mixte des transports en commun de l'agglomération mancelle
5acb71b4c751df234a194bdb,Lignes de bus Mancelle (SETRAM)
5acb71b4c751df234a194bdb,SETRAM
5acb71b4c751df234a194bdb,Societe des transports en commun de l'agglomeration mancelle
5acb71b4c751df234a194bdb,Société des transports en commun de l'agglomeration mancelle
5acb71b4c751df234a194bdb,Société des transports en commun de l'agglomération mancelle
5acdd6e3c751df7b71dfb42b,Direction départementale des territoires et de la mer de l'Hérault
5ace1523c751df62d01f8b2b,Direction interrégionale de la mer Manche Est - mer du Nord
5acf6523c751df75b10c3e4c,Mâcon
5ad06d67c751df1b5823032b,Chambre de commerce et d'industrie de région Normandie
5ad4a543c751df62f4c4fa5c,Greenpeace France
5ad84e0dc751df40ecfc7884,Saint-Christol-lès-Alès
5adda58dc751df45e10ca319,Pays de Brest
5adda58dc751df45e10ca319,Pays de brest
5ae0518e88ee3874bffdf173,Roannais Agglomération
5ae08197c751df70b8ab72af,Fédération française de vol libre
5ae08197c751df70b8ab72af,Federation francaise de vol libre
5ae08197c751df70b8ab72af,Fédération Française de Vol Libre
5ae08197c751df70b8ab72af,Fédération Française De Vol Libre
5ae08197c751df70b8ab72af,FFVL
5ae16ff988ee3848de337bb3,Compagnie des transports strasbourgeois
5ae16ff988ee3848de337bb3,CTS
5ae16ff988ee3848de337bb3,Compagnie des transports Strasbourgeois
5ae16ff988ee3848de337bb3,Compagnie des Transports Strasbourgeois
5ae16ff988ee3848de337bb3,Compagnie Des Transports Strasbourgeois
5ae1810ac751df0cca42918d,Grand-Orly Val-de-Bièvre Seine-Amont
5ae1810ac751df0cca42918d,établissement public territorial T12
5ae1810ac751df0cca42918d,GOVBSA
5ae1810ac751df0cca42918d,T12
5ae1cc2588ee385be7b19c67,Saint-Laurent-de-Mure
5ae2d464c751df2f2297b5c7,Institut supérieur des métiers
5ae2d464c751df2f2297b5c7,ISM
5ae4577188ee38688498fdb8,"Laboratoire Eau, Environnement, Systèmes Urbains"
5ae6b61b88ee382152cd61a9,communauté d'agglomération de La Rochelle
5ae6b61b88ee382152cd61a9,Communauté d'agglomération de La Rochelle
5ae6eeac88ee387eb91e91e8,Saint-Paul
5ae6eeac88ee387eb91e91e8,Saint-Paul de la Réunion
5ae710dac751df68611bf00c,Union des exploitants de chemins de fer touristiques et de musées
5ae710dac751df68611bf00c,Unecto
5ae710dac751df68611bf00c,UNECTO
5aeab860c751df3bca98b623,conseil départemental de la Mayenne
5aec1fe488ee384cbcf3befe,Saint-Apollinaire
5aec4c3e88ee381426c8df86,Onet-le-Château
5af4502188ee3860cdf1e7d6,Montaud
5af479f5c751df428860818f,"communauté de communes Chablis, Villages et Terroirs"
5afae4b088ee3854d32fa3d9,communauté d'agglomération du Pays de Grasse
5afd51bfc751df62ae0b80ff,Levallois-Perret
5afd51bfc751df62ae0b80ff,Levallois (Hauts-de-Seine)
5afd527d88ee383c03461e78,communauté de communes Cœur et Coteaux du Comminges
5afd7ce888ee387d9f4e136f,Grand Belfort
5afda2cbc751df60c8fd4696,Syndicat Intercommunal d'Energie de Côte d'Or
5b052e92c751df5010da9e87,Parthenay
5b052e92c751df5010da9e87,Festival Ah ?
5b06810bc751df6e997fd802,Saint-Claude
5b06810bc751df6e997fd802,Chaumont
5b06810bc751df6e997fd802,Chevry
5b06810bc751df6e997fd802,Cinquétral
5b06810bc751df6e997fd802,Condat
5b06810bc751df6e997fd802,Étables
5b06810bc751df6e997fd802,Ranchette
5b06810bc751df6e997fd802,Saint-Oyand
5b06810bc751df6e997fd802,Saint-Oyand-de-Joux
5b06810bc751df6e997fd802,Valfin-lès-Saint-Claude
5b06810bc751df6e997fd802,Vaucluse
5b080fd0c751df71361e2556,galerie Oniris
5b0863e088ee382b48ed72ea,Service de l'urbanisme de Polynésie française
5b0d11f688ee382af4b18c95,Bordeaux Métropole
5b0d11f688ee382af4b18c95,Agglomeration bordelaise
5b0d11f688ee382af4b18c95,Agglomération bordelaise
5b0d11f688ee382af4b18c95,Communaute urbaine de Bordeaux
5b0d11f688ee382af4b18c95,Communauté urbaine de bordeaux
5b0d11f688ee382af4b18c95,Communauté Urbaine de Bordeaux
5b0d11f688ee382af4b18c95,Communauté Urbaine De Bordeaux
5b0e6478c751df08a2eb86eb,Syndicat mixte Orge-Yvette-Seine
5b0fac0d88ee38268fd01496,Agence régionale pour la biodiversité en Aquitaine
5b110a9788ee38208c6bc159,Sainte-Adresse
5b1138d9c751df2618dc4662,Agence ORE
5b11425c88ee387510d9dcfb,Optymo
5b11425c88ee387510d9dcfb,Reseau de bus Optymo
